Nome,Tipo,Slot,Prezzo,Peso,Fonte,Unnamed: 6
01-30,Guanti dell'Evocatore Autorevole,Oggetto Maggiore Inferiore Slot Mani,Mani,30.000 mo,-,Guida all'Equipaggiamento
76-100,Guanto Corrosivo Superiore,Oggetto Maggiore Inferiore Slot Mani,Mani,34.500 mo,1 kg,Guida all'Equipaggiamento
01-60,Artigli di Leng,Oggetto Maggiore Superiore Slot Mani,Mani,67.000 mo,"0,5 kg",Guida all'Equipaggiamento
61-100,Guanti del Maestro d'Armi,Oggetto Maggiore Superiore Slot Mani,Mani,110.000 mo,"2,5 kg",Guida all'Equipaggiamento
01-18,Lenti della Visione della Morte,Oggetto Minore Inferiore Slot Occhi,Occhi,2.000 mo,-,Guida all'Equipaggiamento
19-38,Lenti dell'Aquila,Oggetto Minore Inferiore Slot Occhi,Occhi,2.500 mo,-,Manuale di Gioco
39-58,Occhiali della Visione Dettagliata,Oggetto Minore Inferiore Slot Occhi,Occhi,2.500 mo,-,Manuale di Gioco
59-72,Benda del Pirata,Oggetto Minore Inferiore Slot Occhi,Occhi,2.600 mo,-,Guida all'Equipaggiamento
73-87,Occhiali della Comprensione,Oggetto Minore Inferiore Slot Occhi,Occhi,3.000 mo,-,Guida all'Equipaggiamento
88-100,Lente dell'Individuazione,Oggetto Minore Inferiore Slot Occhi,Occhi,3.500 mo,"0,5 kg",Manuale di Gioco
01-20,Lenti del Gufo,Oggetto Minore Superiore Slot Occhi,Occhi,4.000 mo,-,Guida all'Equipaggiamento
-,Occhiali del Cerusico,Oggetto Minore Superiore Slot Occhi,Occhi,4.900 mo,-,Guida alle Classi
21-44,Lenti della Vista Acuta,Oggetto Minore Superiore Slot Occhi,Occhi,6.000 mo,-,Guida all'Equipaggiamento
45-66,Occhiali del Cacciatore di Tesori,Oggetto Minore Superiore Slot Occhi,Occhi,6.400 mo,-,Guida all'Equipaggiamento
67-84,Monocolo dell'Inquisitore,Oggetto Minore Superiore Slot Occhi,Occhi,6.800 mo,-,Guida all'Equipaggiamento
85-100,Occhiali della Vista Gemella,Oggetto Minore Superiore Slot Occhi,Occhi,7.500 mo,-,Guida all'Equipaggiamento
-,Lenti dello Sguardo del Predatore,Oggetto Medio Inferiore Slot Occhi,Occhi,8.000 mo,-,Guida alle Classi
01-16,Occhiali Elfici,Oggetto Medio Inferiore Slot Occhi,Occhi,8.500 mo,-,Guida all'Equipaggiamento
17-31,Occhiali della Luce Brillante,Oggetto Medio Inferiore Slot Occhi,Occhi,8.800 mo,-,Guida all'Equipaggiamento
32-48,Benda del Cieco,Oggetto Medio Inferiore Slot Occhi,Occhi,12.000 mo,-,Guida all'Equipaggiamento
49-67,Occhiali della Notte,Oggetto Medio Inferiore Slot Occhi,Occhi,12.000 mo,-,Manuale di Gioco
68-82,Lenti Penetra Finzioni,Oggetto Medio Inferiore Slot Occhi,Occhi,12.000 mo,-,Guida all'Equipaggiamento
-,Lenti dell'OscuritÃ,Oggetto Medio Inferiore Slot Occhi,Occhi,12.000 mo,-,Guida alle Razze
-,Monocolo delle Aure Rivelate,Oggetto Medio Inferiore Slot Occhi,Occhi,12.700 mo,-,Avventure Mitiche
83-100,Occhiali dell'Aracnide,Oggetto Medio Inferiore Slot Occhi,Occhi,15.000 mo,1 kg,Guida all'Equipaggiamento
-,Occhiali del Sabotatore,Oggetto Medio Superiore Slot Occhi,Occhi,16.000 mo,-,Guida alle Classi
01-21,Occhiali delle Lande Tenebrose,Oggetto Medio Superiore Slot Occhi,Occhi,20.000 mo,-,Guida all'Equipaggiamento
22-40,Occhiali del Cecchino,Oggetto Medio Superiore Slot Occhi,Occhi,20.000 mo,"0,5 kg",Guida del Giocatore
41-58,Lenti Iridescenti,Oggetto Medio Superiore Slot Occhi,Occhi,21.000 mo,-,Guida all'Equipaggiamento
59-77,Occhiali dell'Annichilimento,Oggetto Medio Superiore Slot Occhi,Occhi,25.000 mo,"0,1 kg",Guida del Giocatore
78-100,Lenti della Devastazione,Oggetto Medio Superiore Slot Occhi,Occhi,25.000 mo,-,Manuale di Gioco
01-60,Lenti dello Sguardo Penetrante,Oggetto Maggiore Inferiore Slot Occhi,Occhi,30.000 mo,-,Guida all'Equipaggiamento
61-100,Occhiali del Cecchino Superiori,Oggetto Maggiore Inferiore Slot Occhi,Occhi,50.000 mo,"0,5 kg",Guida all'Equipaggiamento
01-18,Lenti dello Charme,Oggetto Maggiore Superiore Slot Occhi,Occhi,56.000 mo,-,Manuale di Gioco
19-34,Monocolo dell'Investigatore,Oggetto Maggiore Superiore Slot Occhi,Occhi,66.000 mo,-,Guida all'Equipaggiamento
35-48,Benda del Tiranno del Mare,Oggetto Maggiore Superiore Slot Occhi,Occhi,70.000 mo,-,Guida all'Equipaggiamento
49-63,Benda dello Spadaccino,Oggetto Maggiore Superiore Slot Occhi,Occhi,80.000 mo,-,Guida all'Equipaggiamento
64-77,Lenti del Padrone della Mente,Oggetto Maggiore Superiore Slot Occhi,Occhi,95.000 mo,-,Guida all'Equipaggiamento
78-90,Lenti del Drago,Oggetto Maggiore Superiore Slot Occhi,Occhi,110.000 mo,-,Guida all'Equipaggiamento
91-100,Occhiali della Visione del Vero,Oggetto Maggiore Superiore Slot Occhi,Occhi,184.800 mo,-,Guida all'Equipaggiamento
01-11,Stivali del Gatto,Oggetto Minore Inferiore Slot Piedi,Piedi,1.000 mo,"0,5 kg",Guida all'Equipaggiamento
12-22,Stivali Impavidi,Oggetto Minore Inferiore Slot Piedi,Piedi,1.400 mo,"0,5 kg",Guida all'Equipaggiamento
23-31,Stivali della Marcia Duratura,Oggetto Minore Inferiore Slot Piedi,Piedi,1.500 mo,1 kg,Guida all'Equipaggiamento
32-41,Pantofole del Passo Morbido,Oggetto Minore Inferiore Slot Piedi,Piedi,2.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Stivali del Buon Gusto,Oggetto Minore Inferiore Slot Piedi,Piedi,2.000 mo,"0,5 kg",Guida alle Classi
42-50,Stivali del Terreno Amico,Oggetto Minore Inferiore Slot Piedi,Piedi,2.400 mo,"0,5 kg",Guida del Giocatore
51-60,Stivali dell'Inverno,Oggetto Minore Inferiore Slot Piedi,Piedi,2.500 mo,"0,5 kg",Manuale di Gioco
61-76,Stivali Elfici,Oggetto Minore Inferiore Slot Piedi,Piedi,2.500 mo,"0,5 kg",Manuale di Gioco
77-85,Pantofole dell'Acrobata,Oggetto Minore Inferiore Slot Piedi,Piedi,3.000 mo,"0,5 kg",Guida all'Equipaggiamento
86-92,Ferri della VelocitÃ,Oggetto Minore Inferiore Slot Piedi,Piedi,3.000 mo,6 kg,Manuale di Gioco
93-100,Stivali del Pantano,Oggetto Minore Inferiore Slot Piedi,Piedi,3.500 mo,"0,5 kg",Guida all'Equipaggiamento
-,Stivali del Salto,Oggetto Minore Inferiore Slot Piedi,Piedi,3.500 mo,"0,5 kg",Guida alle Classi
01-07,Stivali dello Scassinatore Minori,Oggetto Minore Superiore Slot Piedi,Piedi,4.000 mo,"0,25 kg",Guida all'Equipaggiamento
08-13,Ferri dei Colpi Schiaccianti +1,Oggetto Minore Superiore Slot Piedi,Piedi,4.000 mo,2 kg,Guida alle Razze
14-19,Sandali della Reazione Rapida,Oggetto Minore Superiore Slot Piedi,Piedi,4.000 mo,"0,5 kg",Guida all'Equipaggiamento
20-26,Pantofole della Camminata sulle Nubi,Oggetto Minore Superiore Slot Piedi,Piedi,4.400 mo,"0,5 kg",Guida all'Equipaggiamento
27-40,Pantofole del Ragno,Oggetto Minore Superiore Slot Piedi,Piedi,4.800 mo,"0,25 kg",Manuale di Gioco
41-46,Sandali del Passo Leggero,Oggetto Minore Superiore Slot Piedi,Piedi,5.000 mo,"0,25 kg",Guida all'Equipaggiamento
47-60,Stivali Molleggiati,Oggetto Minore Superiore Slot Piedi,Piedi,5.500 mo,"0,5 kg",Manuale di Gioco
61-68,Ferri dello Zefiro,Oggetto Minore Superiore Slot Piedi,Piedi,6.000 mo,2 kg,Manuale di Gioco
69-75,Scarpe Infestate,Oggetto Minore Superiore Slot Piedi,Piedi,6.480 mo,"0,5 kg",Guida all'Equipaggiamento
76-82,Stivali dell'Escursione,Oggetto Minore Superiore Slot Piedi,Piedi,7.200 mo,1 kg,Guida all'Equipaggiamento
83-100,Stivali della Levitazione,Oggetto Minore Superiore Slot Piedi,Piedi,7.500 mo,"0,5 kg",Manuale di Gioco
-,Stivali della Furia Rapida,Oggetto Minore Superiore Slot Piedi,Piedi,7.500 mo,1 kg,Guida alle Classi
01-08,Stivali della Fuga,Oggetto Medio Inferiore Slot Piedi,Piedi,8.000 mo,"0,5 kg",Guida alle Razze
09-14,Stivali delle Radici della Terra,Oggetto Medio Inferiore Slot Piedi,Piedi,8.000 mo,1 kg,Guida all'Equipaggiamento
15-21,Stivali dell'Incubo,Oggetto Medio Inferiore Slot Piedi,Piedi,8.500 mo,"1,5 kg",Guida all'Equipaggiamento
22-26,Ferri dell'Incubo,Oggetto Medio Inferiore Slot Piedi,Piedi,9.000 mo,6 kg,Guida all'Equipaggiamento
27-32,Stivali dei Triboli,Oggetto Medio Inferiore Slot Piedi,Piedi,10.000 mo,1 kg,Guida all'Equipaggiamento
33-39,Stivali Tellurici,Oggetto Medio Inferiore Slot Piedi,Piedi,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
40-47,Stivali del Mastodonte,Oggetto Medio Inferiore Slot Piedi,Piedi,10.500 mo,1 kg,Guida all'Equipaggiamento
48-54,Scarpe del Balzo Fulmineo,Oggetto Medio Inferiore Slot Piedi,Piedi,10.500 mo,"0,5 kg",Guida all'Equipaggiamento
55-70,Stivali della VelocitÃ,Oggetto Medio Inferiore Slot Piedi,Piedi,12.000 mo,"0,5 kg",Manuale di Gioco
71-77,Stivali Verdeggianti,Oggetto Medio Inferiore Slot Piedi,Piedi,12.000 mo,"0,5 kg",Guida all'Equipaggiamento
78-84,Ferri dei Colpi Schiaccianti +2,Oggetto Medio Inferiore Slot Piedi,Piedi,16.000 mo,2 kg,Guida alle Razze
85-100,Stivali Alati,Oggetto Medio Inferiore Slot Piedi,Piedi,16.000 mo,"0,5 kg",Manuale di Gioco
-,Stivali della Terra e del Vento,Oggetto Medio Superiore Slot Piedi,Piedi,20.000 mo,"1,5 kg",Avventure Mitiche
01-38,Scarpe da Carboni Ardenti,Oggetto Medio Superiore Slot Piedi,Piedi,21.000 mo,"0,5 kg",Guida all'Equipaggiamento
39-72,Sandali della Driade,Oggetto Medio Superiore Slot Piedi,Piedi,24.000 mo,"0,5 kg",Guida all'Equipaggiamento
73-100,Ferri della Foschia,Oggetto Medio Superiore Slot Piedi,Piedi,27.000 mo,6 kg,Guida all'Equipaggiamento
01-20,Stivali Sfuggenti,Oggetto Maggiore Inferiore Slot Piedi,Piedi,30.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Stivali dell'Araldo della Battaglia,Oggetto Maggiore Inferiore Slot Piedi,Piedi,30.000 mo,1 kg,Guida alle Classi
21-35,Ferri dei Colpi Schiaccianti +3,Oggetto Maggiore Inferiore Slot Piedi,Piedi,36.000 mo,2 kg,Guida alle Razze
36-55,Ferri della Gloria,Oggetto Maggiore Inferiore Slot Piedi,Piedi,39.600 mo,6 kg,Guida all'Equipaggiamento
56-75,Stivali dello Scassinatore Maggiori,Oggetto Maggiore Inferiore Slot Piedi,Piedi,46.000 mo,"0,25 kg",Guida all'Equipaggiamento
76-100,Stivali del Teletrasporto,Oggetto Maggiore Inferiore Slot Piedi,Piedi,49.000 mo,"1,5 kg",Manuale di Gioco
01-40,Pantofole del Tritone,Oggetto Maggiore Superiore Slot Piedi,Piedi,56.000 mo,"0,5 kg",Guida alle Razze
41-70,Ferri dei Colpi Schiaccianti +4,Oggetto Maggiore Superiore Slot Piedi,Piedi,64.000 mo,2 kg,Guida alle Razze
-,Stivali delle Sette Leghe,Oggetto Maggiore Superiore Slot Piedi,Piedi,80.000 mo,1 kg,Avventure Mitiche
71-100,Ferri dei Colpi Schiaccianti +5,Oggetto Maggiore Superiore Slot Piedi,Piedi,100.000 mo,2 kg,Guida alle Razze
01-10,Maniche dei Molti Abiti,Oggetto Minore Inferiore Slot Polsi,Polsi,200 mo,"0,5 kg",Guida all'Equipaggiamento
11-20,Fasce dell'Attaccabrighe,Oggetto Minore Inferiore Slot Polsi,Polsi,500 mo,"0,5 kg",Guida all'Equipaggiamento
21-48,Bracciali dell'Armatura +1,Oggetto Minore Inferiore Slot Polsi,Polsi,1.000 mo,"0,5 kg",Manuale di Gioco
49-63,Bracciali dello Scassinatore,Oggetto Minore Inferiore Slot Polsi,Polsi,1.050 mo,"0,5 kg",Guida all'Equipaggiamento
64-91,Bracciali della Pertinacia,Oggetto Minore Inferiore Slot Polsi,Polsi,2.000 mo,1 kg,Guida all'Equipaggiamento
92-96,Manette della Cooperazione,Oggetto Minore Inferiore Slot Polsi,Polsi,2.000 mo,1 kg,Guida del Giocatore
97-100,Manette della Condiscendenza,Oggetto Minore Inferiore Slot Polsi,Polsi,2.000 mo,1 kg,Guida all'Equipaggiamento
01-27,Bracciali dell'Armatura +2,Oggetto Minore Superiore Slot Polsi,Polsi,4.000 mo,"0,5 kg",Manuale di Gioco
28,Bracciali della Mira del Falco,Oggetto Minore Superiore Slot Polsi,Polsi,4.000 mo,"0,5 kg",Guida all'Equipaggiamento
29-38,Vambraci Baluardo dell'Inquisitore,Oggetto Minore Superiore Slot Polsi,Polsi,4.000 mo,"1,5 kg",Guida all'Equipaggiamento
39-65,Bracciali dell'Arciere Inferiori,Oggetto Minore Superiore Slot Polsi,Polsi,5.000 mo,"0,5 kg",Manuale di Gioco
66-68,Bracciali della Protezione dagli Incantesimi,Oggetto Minore Superiore Slot Polsi,Polsi,5.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Guaina della Sparizione,Oggetto Minore Superiore Slot Polsi,Polsi,5.000 mo,"0,5 kg",Guida alle Classi
69â71,Bracciali Spezzaossa,Oggetto Minore Superiore Slot Polsi,Polsi,6.000 mo,1 kg,Guida all'Equipaggiamento
72-81,Vambraci della Difesa,Oggetto Minore Superiore Slot Polsi,Polsi,6.000 mo,"1,5 kg",Guida all'Equipaggiamento
82-98,Viticcio Verdeggiante,Oggetto Minore Superiore Slot Polsi,Polsi,6.000 mo,-,Guida all'Equipaggiamento
-,Bracciali Ululanti,Oggetto Minore Superiore Slot Polsi,Polsi,7.000 mo,"0,5 kg",Guida alle Classi
99,Bracciali Lunghebraccia,Oggetto Minore Superiore Slot Polsi,Polsi,7.200 mo,"0,5 kg",Guida all'Equipaggiamento
100,Bracciali dell'Artista Disinvolto,Oggetto Minore Superiore Slot Polsi,Polsi,7.900 mo,"0,5 kg",Guida all'Equipaggiamento
01-04,Braccialetto dei Ciondoli,Oggetto Medio Inferiore Slot Polsi,Polsi,8.000 mo,-,Guida all'Equipaggiamento
05-08,Vambraci del Duellante,Oggetto Medio Inferiore Slot Polsi,Polsi,8.000 mo,1 kg,Guida all'Equipaggiamento
09-13,Vambraci Pietosi,Oggetto Medio Inferiore Slot Polsi,Polsi,8.000 mo,"1,5 kg",Guida all'Equipaggiamento
14-18,Vambraci dello Stratega,Oggetto Medio Inferiore Slot Polsi,Polsi,8.000 mo,"1,5 kg",Guida all'Equipaggiamento
19-43,Bracciali dell'Armatura +3,Oggetto Medio Inferiore Slot Polsi,Polsi,9.000 mo,"0,5 kg",Manuale di Gioco
44-53,Anatema del Seduttore,Oggetto Medio Inferiore Slot Polsi,Polsi,9.900 mo,-,Guida all'Equipaggiamento
-,Bracciali della Potenza,Oggetto Medio Inferiore Slot Polsi,Polsi,10.000 mo,"0,25 kg",Avventure Mitiche
54-58,Bracciali del Cavaliere Vendicativo,Oggetto Medio Inferiore Slot Polsi,Polsi,11.500 mo,"0,5 kg",Guida all'Equipaggiamento
59-63,Bracciali del Maestro Arciere,Oggetto Medio Inferiore Slot Polsi,Polsi,13.900 mo,"0,5 kg",Guida all'Equipaggiamento
64-73,Vambraci del Genio (Efreeti),Oggetto Medio Inferiore Slot Polsi,Polsi,14.400 mo,"1,5 kg",Guida all'Equipaggiamento
74-78,Braccialetto della Trattativa,Oggetto Medio Inferiore Slot Polsi,Polsi,14.500 mo,-,Guida all'Equipaggiamento
79-82,Braccialetto dell'Indulgenza,Oggetto Medio Inferiore Slot Polsi,Polsi,15.000 mo,-,Guida del Giocatore
83-86,Bracciali del Cavaliere Misericordioso,Oggetto Medio Inferiore Slot Polsi,Polsi,15.600 mo,"0,5 kg",Guida all'Equipaggiamento
87-90,Braccialetto delle Seconde PossibilitÃ,Oggetto Medio Inferiore Slot Polsi,Polsi,15.750 mo,-,Guida all'Equipaggiamento
91-99,Bracciali dell'Armatura +4,Oggetto Medio Inferiore Slot Polsi,Polsi,16.000 mo,"0,5 kg",Manuale di Gioco
-,Bracciale d'Argento della Punizione,Oggetto Medio Inferiore Slot Polsi,Polsi,16.000 mo,"0,5 kg",Guida del Giocatore
100,Manette della Vile Prigionia,Oggetto Medio Inferiore Slot Polsi,Polsi,16.200 mo,1 kg,Guida alle Razze
01-10,Vambraci del Genio (Djinni),Oggetto Medio Superiore Slot Polsi,Polsi,18.900 mo,"1,5 kg",Guida all'Equipaggiamento
11-20,Vambraci del Genio (Marid),Oggetto Medio Superiore Slot Polsi,Polsi,18.900 mo,"1,5 kg",Guida all'Equipaggiamento
11-20,Vambraci del Genio (Shaitan),Oggetto Medio Superiore Slot Polsi,Polsi,18.900 mo,"1,5 kg",Guida all'Equipaggiamento
31-50,Braccialetto dell'Amicizia,Oggetto Medio Superiore Slot Polsi,Polsi,19.000 mo,-,Manuale di Gioco
51-70,Bracciali dell'Arciere Superiori,Oggetto Medio Superiore Slot Polsi,Polsi,25.000 mo,"0,5 kg",Manuale di Gioco
71-90,Bracciali dell'Armatura +5,Oggetto Medio Superiore Slot Polsi,Polsi,25.000 mo,"0,5 kg",Manuale di Gioco
91-100,Bracciali della Vendetta Giurata,Oggetto Medio Superiore Slot Polsi,Polsi,25.000 mo,"0,5 kg",Guida alle Razze
01-32,Manette Dimensionali,Oggetto Maggiore Inferiore Slot Polsi,Polsi,28.000 mo,"2,5 kg",Manuale di Gioco
33-65,Bracciali degli Alti Elfi,Oggetto Maggiore Inferiore Slot Polsi,Polsi,30.000 mo,"0,5 kg",Guida all'Equipaggiamento
66-100,Bracciali dell'Armatura +6,Oggetto Maggiore Inferiore Slot Polsi,Polsi,36.000 mo,"0,5 kg",Manuale di Gioco
-,Bracciali dello Scudo Fraterno,Oggetto Maggiore Inferiore Slot Polsi,Polsi,40.000 mo,1 kg,Avventure Mitiche
01-60,Bracciali dell'Armatura +7,Oggetto Maggiore Superiore Slot Polsi,Polsi,49.000 mo,"0,5 kg",Manuale di Gioco
61-100,Bracciali dell'Armatura +8,Oggetto Maggiore Superiore Slot Polsi,Polsi,64.000 mo,"0,5 kg",Manuale di Gioco
01-06,Cappa Vistosa,Oggetto Minore Inferiore Slot Spalle,Spalle,200 mo,"1,5 kg",Guida del Giocatore
07-10,Mantello delle Sembianze Umane,Oggetto Minore Inferiore Slot Spalle,Spalle,900 mo,"0,5 kg",Guida alle Razze
11-30,Mantello della Resistenza +1,Oggetto Minore Inferiore Slot Spalle,Spalle,1.000 mo,"0,5 kg",Manuale di Gioco
31-36,Corde Dorso di Mulo,Oggetto Minore Inferiore Slot Spalle,Spalle,1.000 mo,"0,1 kg",Guida del Giocatore
37-38,Scialle dell'Energia Vitale,Oggetto Minore Inferiore Slot Spalle,Spalle,1.000 mo,-,Guida alle Razze
39-44,Mantello Scudo,Oggetto Minore Inferiore Slot Spalle,Spalle,1.000 mo,"0,5 kg",Guida all'Equipaggiamento
45-50,Mantello del Mutamento Rapido,Oggetto Minore Inferiore Slot Spalle,Spalle,1.500 mo,"0,5 kg",Guida all'Equipaggiamento
-,Mantello dei Riflessi Rapidi +1/Riflessi +2,Oggetto Minore Inferiore Slot Spalle,Spalle,1.500 mo,"0,5 kg",Avventure Mitiche
-,Mantello della Libera VolontÃ +1/VolontÃ +2,Oggetto Minore Inferiore Slot Spalle,Spalle,1.500 mo,"0,5 kg",Avventure Mitiche
-,Spallacci della Tempra Incrollabile +1/Tempra +2,Oggetto Minore Inferiore Slot Spalle,Spalle,1.500 mo,"0,5 kg",Avventure Mitiche
51-56,Mantello del Vile Acquattarsi,Oggetto Minore Inferiore Slot Spalle,Spalle,1.800 mo,2 kg,Guida del Giocatore
57-74,Mantello Elfico,Oggetto Minore Inferiore Slot Spalle,Spalle,2.500 mo,"0,5 kg",Manuale di Gioco
75-80,Mantello dell'Apprendista Mago,Oggetto Minore Inferiore Slot Spalle,Spalle,2.500 mo,"0,5 kg",Guida all'Equipaggiamento
81-85,Mantello della Sparizione Avvampante,Oggetto Minore Inferiore Slot Spalle,Spalle,2.600 mo,"0,5 kg",Guida alle Razze
86-94,Mantello delle Zanne,Oggetto Minore Inferiore Slot Spalle,Spalle,2.800 mo,"0,5 kg",Guida alle Razze
95-97,Spallacci del Serpente,Oggetto Minore Inferiore Slot Spalle,Spalle,3.000 mo,"1,5 kg",Guida all'Equipaggiamento
98-100,Mantello della Foschia Rocciosa,Oggetto Minore Inferiore Slot Spalle,Spalle,3.500 mo,"0,5 kg",Guida alle Razze
01-26,Mantello della Resistenza +2,Oggetto Minore Superiore Slot Spalle,Spalle,4.000 mo,"0,5 kg",Manuale di Gioco
27-38,Mantello del Ratto Sfuggente,Oggetto Minore Superiore Slot Spalle,Spalle,6.000 mo,"0,5 kg",Guida alle Razze
39,Scialle della Spuma di Mare,Oggetto Minore Superiore Slot Spalle,Spalle,6.000 mo,"0,5 kg",Guida alle Razze
40-52,Mantello della Forma Arborea,Oggetto Minore Superiore Slot Spalle,Spalle,6.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Mantello dei Riflessi Rapidi +2/Riflessi +3,Oggetto Minore Superiore Slot Spalle,Spalle,6.000 mo,"0,5 kg",Avventure Mitiche
-,Mantello della Libera VolontÃ +2/VolontÃ +3,Oggetto Minore Superiore Slot Spalle,Spalle,6.000 mo,"0,5 kg",Avventure Mitiche
-,Spallacci della Tempra Incrollabile +2/Tempra +3,Oggetto Minore Superiore Slot Spalle,Spalle,6.000 mo,"0,5 kg",Avventure Mitiche
-,Mantello del Furfante Furtivo,Oggetto Minore Superiore Slot Spalle,Spalle,6.400 mo,1 kg,Guida alle Classi
53-74,Cappa dell'Aquila,Oggetto Minore Superiore Slot Spalle,Spalle,7.000 mo,"0,5 kg",Guida all'Equipaggiamento
75-94,Mantello della Manta,Oggetto Minore Superiore Slot Spalle,Spalle,7.200 mo,"0,5 kg",Manuale di Gioco
95-100,Mantello del Cacciatore,Oggetto Minore Superiore Slot Spalle,Spalle,7.500 mo,"0,5 kg",Guida all'Equipaggiamento
01-20,Mantello della Resistenza +3,Oggetto Medio Inferiore Slot Spalle,Spalle,9.000 mo,"0,5 kg",Manuale di Gioco
-,Cappa delle Gesta Audaci,Oggetto Medio Inferiore Slot Spalle,Spalle,9.000 mo,1 kg,Guida alle Classi
-,Mantello del Poeta,Oggetto Medio Inferiore Slot Spalle,Spalle,9.750 mo,"0,5 kg",Guida alle Classi
21-22,Mantello del Viandante Crepuscolare,Oggetto Medio Inferiore Slot Spalle,Spalle,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
21-22,Mantello del Bozzolo,Oggetto Medio Inferiore Slot Spalle,Spalle,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
26-27,Spallacci del Toro,Oggetto Medio Inferiore Slot Spalle,Spalle,10.000 mo,"1,5 kg",Guida all'Equipaggiamento
28-32,Mantello di Pietra Minore,Oggetto Medio Inferiore Slot Spalle,Spalle,10.000 mo,"0,5 kg",Guida all'Equipaggiamento
33-40,Cappa del Saltimbanco,Oggetto Medio Inferiore Slot Spalle,Spalle,10.800 mo,"0,5 kg",Manuale di Gioco
41-45,Spallacci del Leone Guardingo,Oggetto Medio Inferiore Slot Spalle,Spalle,10.800 mo,"1,5 kg",Guida all'Equipaggiamento
46-52,Mantello del Leone,Oggetto Medio Inferiore Slot Spalle,Spalle,12.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Mantello della Caccia,Oggetto Medio Inferiore Slot Spalle,Spalle,12.000 mo,"0,5 kg",Avventure Mitiche
53-54,Mantello delle Spore,Oggetto Medio Inferiore Slot Spalle,Spalle,13.400 mo,"0,5 kg",Guida all'Equipaggiamento
-,Mantello dei Riflessi Rapidi +3/Riflessi +4,Oggetto Medio Inferiore Slot Spalle,Spalle,13.500 mo,"0,5 kg",Avventure Mitiche
-,Mantello della Libera VolontÃ +3/VolontÃ +4,Oggetto Medio Inferiore Slot Spalle,Spalle,13.500 mo,"0,5 kg",Avventure Mitiche
-,Spallacci della Tempra Incrollabile +3/Tempra +4,Oggetto Medio Inferiore Slot Spalle,Spalle,13.500 mo,"0,5 kg",Avventure Mitiche
55-59,Cappa della Fuga Splendente,Oggetto Medio Inferiore Slot Spalle,Spalle,14.000 mo,"0,5 kg",Guida all'Equipaggiamento
60-69,Mantello dell'Aracnide,Oggetto Medio Inferiore Slot Spalle,Spalle,14.000 mo,"0,5 kg",Manuale di Gioco
70-72,Poncho del Pistolero,Oggetto Medio Inferiore Slot Spalle,Spalle,14.000 mo,"0,5 kg",Guida all'Equipaggiamento
73-74,Mantello Tentacolare,Oggetto Medio Inferiore Slot Spalle,Spalle,14.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Cappa del Fintare,Oggetto Medio Inferiore Slot Spalle,Spalle,14.000 mo,"0,5 kg",Guida alle Classi
75-76,Spallacci delle Punte Demoniache,Oggetto Medio Inferiore Slot Spalle,Spalle,14.350 mo,4 kg,Guida all'Equipaggiamento
77-78,Mantello della ComoditÃ,Oggetto Medio Inferiore Slot Spalle,Spalle,15.600 mo,"0,5 kg",Guida all'Equipaggiamento
79-88,Mantello della Resistenza +4,Oggetto Medio Inferiore Slot Spalle,Spalle,16.000 mo,"0,5 kg",Manuale di Gioco
89-91,Scialle della Vegliarda,Oggetto Medio Inferiore Slot Spalle,Spalle,16.000 mo,"0,5 kg",Guida all'Equipaggiamento
92-100,Mantello del Prestigiatore,Oggetto Medio Inferiore Slot Spalle,Spalle,17.200 mo,"0,5 kg",Guida all'Equipaggiamento
01-12,Stola della Giustizia,Oggetto Medio Superiore Slot Spalle,Spalle,18.000 mo,"0,5 kg",Guida all'Equipaggiamento
13-24,Cappa della Medusa,Oggetto Medio Superiore Slot Spalle,Spalle,19.200 mo,"0,5 kg",Guida all'Equipaggiamento
25-32,Mantello del Diplomatico,Oggetto Medio Superiore Slot Spalle,Spalle,20.000 mo,"0,5 kg",Guida alle Razze
33-44,Mantello Tagliente,Oggetto Medio Superiore Slot Spalle,Spalle,20.000 mo,"0,5 kg",Guida all'Equipaggiamento
45-56,Mantello di Pietra Maggiore,Oggetto Medio Superiore Slot Spalle,Spalle,20.000 mo,"0,5 kg",Guida all'Equipaggiamento
57-68,Mantello della Distorsione Minore,Oggetto Medio Superiore Slot Spalle,Spalle,24.000 mo,"0,5 kg",Manuale di Gioco
-,Mantello dei Riflessi Rapidi +4/Riflessi +5,Oggetto Medio Superiore Slot Spalle,Spalle,24.000 mo,"0,5 kg",Avventure Mitiche
-,Mantello della Libera VolontÃ +4/VolontÃ +5,Oggetto Medio Superiore Slot Spalle,Spalle,24.000 mo,"0,5 kg",Avventure Mitiche
-,Spallacci della Tempra Incrollabile +4/Tempra +5,Oggetto Medio Superiore Slot Spalle,Spalle,24.000 mo,"0,5 kg",Avventure Mitiche
69-88,Mantello della Resistenza +5,Oggetto Medio Superiore Slot Spalle,Spalle,25.000 mo,"0,5 kg",Manuale di Gioco
